queue_id,queue_pos,project_name,developer,fuel_type,county,state,zone,utility,point_of_interconnection,status,interconnection_type,availability,sp_mw,wp_mw,storage_capability,discharge_duration,proposed_cod,proposed_sync_date,proposed_in_service_date,date_of_ir,ia_tender_date,ia_effective_date,fs_complete_date,sis_complete_date,last_updated_date,date_withdrawn,optional_study,cluster_study,source_sheet,scrape_timestamp,Points of Interconnection,Affected Transmission Owner (ATO),CY/FS Complete Date,Proposed In-Service/Initial Backfeed Date,Proposed Sync Date
1089,1089,Flat Creek Solar,Flat Creek Solar NY LLC,S,Montgomery,NY,F,NYPA,,10.0,,"SRIS, FS",200.0,200.0,,,2028-11-01,,,2020-09-04,,,,,2025-04-30,,,,active,2026-03-16T03:48:01,Edic to Princetown 345kV Line 352,,2024-12-16,10-2028,10-2028
1113,1113,CLIES 20 MW,"Caithness LI Energy Storage, LLC",ES,Suffolk,NY,K,LIPA,,10.0,,"SRIS, FS",20.0,20.0,,,2027-12-01,,,2020-11-18,,,,,2025-03-31,,,,active,2026-03-16T03:48:01,Sills Road 138 kV,,2024-12-16,12-2027,10-2027
1115,1115,Flat Creek Solar,Flat Creek Solar NY LLC,S,Montgomery,NY,F,NYPA,,10.0,,"SIS, FS",100.0,100.0,,,2028-11-01,,,2020-11-23,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Edic - Princetown 345 kV Line# 352,,2024-06-13,10-2028,10-2028
1117,1117,CLIES 70MW,"Caithness LI Energy Storage, LLC",ES,Suffolk,NY,K,LIPA,,10.0,,"SRIS, FS",70.0,70.0,420.0,6.0,2027-12-01,,,2020-11-25,,,,,2025-03-31,,,,active,2026-03-16T03:48:01,Sills Road 138kV,,2024-12-16,12-2027,12-2027
1122,1122,East Fishkill,"East Fishkill Storage 1, LLC",ES,Dutchess,NY,G,CHG&E,,11.0,,"SRIS, FS",205.0,205.0,800.0,4.0,2029-12-01,,,2020-12-11,,,,,2025-10-31,,,,active,2026-03-16T03:48:01,Shenandoah 115kV,,2025-02-11,05-2029,06-2029
1123,1123,KCE NY 29,"KCE NY 29, LLC",ES,Suffolk,NY,K,LIPA,,10.0,,"SRIS, FS",79.0,79.0,600.0,4.0,2027-12-01,,,2020-12-14,2025-01-22,,,,2025-04-30,,,,active,2026-03-16T03:48:01,Kings 138 kV,,2024-12-16,11-2027,11-2027
1130,1130,Hoffman Falls Wind,Hoffman Falls Wind LLC,W,Madison,NY,C,NM-NG,,10.0,,FS,72.0,72.0,,,2027-12-01,,,2021-01-27,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Cortland - Fenner 115kV Line #3,,2024-12-16,10-2027,10-2027
1148,1148,Agricola Wind,Agricola Wind LLC,W,Cayuga,NY,C,NYSEG,,10.0,,FS,97.0,97.0,,,2027-12-01,,,2021-03-10,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Milliken to Wright Ave 115 kV line #973,,2024-12-16,10-2027,10-2027
1151,1151,York Run Solar,"York Run Solar, LLC",S,Chautauqua,NY,A,NM-NG,,11.0,,"SRIS, FS",90.0,90.0,,,2028-09-01,,,2021-03-18,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Falconer - Warren 115 kV line #171,,2024-12-16,8-2028,07-2028
1166,1166,BR Benson Mines Solar,BR Project 1 LLC,S,St. Lawrence,NY,E,NM-NG,,11.0,,"SRIS, FS",12.1,12.1,,,2027-12-01,,,2021-05-07,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Brown's Falls to Newton Falls #22 34.5kV Line,,2024-12-16,10-2027,10-2027
1183,1183,NY125A - Fort Covington Solar,Fort Covington Solar LLC,S,Franklin,NY,D,NYPA,,10.0,,"SIS, FS",250.0,250.0,,,2028-07-01,,,2021-05-20,,,,,2025-09-30,,,,active,2026-03-16T03:48:01,Moses-Willis 230 kV (MW1),,2024-10-16,05-2028,05-2028
1184,1184,NY125B - Two Rivers Solar,"Two Rivers Solar Farm, LLC",S,St-Lawrence,NY,D,NYPA,,10.0,,"SRIS, FS",200.0,200.0,,,2028-09-01,,,2021-05-20,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Moses-Willis 230kV (MW2),,2024-12-16,07-2028,07-2028
1188,1188,"North Seneca Solar Project, LLC",North Seneca Solar Project,S,Seneca,NY,C,NM-NG,,10.0,,"SRIS, FS",90.0,90.0,,,2027-09-01,,,2021-05-27,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Hooks Road - Elbridge 115kV line#7,,2024-12-16,06-2027,06-2027
1213,1213,St Lawrence Data and Agricultural Center,"ZeroC Data Centers, LLC",L,St. Lawrence,NY,D,NM-NG,,6.0,,"SRIS, FS",200.0,200.0,,,,,,2021-06-28,,,,,2023-01-14,,,,active,2026-03-16T03:48:01,Dennison 115kV substation,,2024-12-16,01-2026,
1237,1237,Sugar Maple Energy Storage,Sugar Maple Solar,ES,Jefferson,NY,E,NM-NG,,10.0,,SIS,20.0,20.0,80.0,,2028-12-01,,,2021-08-24,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,North Carthage-Taylorville #8 and Black River-Taylorville #2 115 kV lines,,,06-2028,09-2028
1255,1255,Holtsville Brookhaven Battery Storage,Holtsville Brookhaven Battery Storage LLC,ES,Suffolk,NY,K,LIPA,,10.0,,SIS,79.9,79.9,159.8,2.0,2027-10-01,,,2021-09-22,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Line 69-849 from West Yaphank to North Bellport,,,08-2027,09-2027
1257,1257,Edwards Calverton Battery Storage,Edwards Calverton Battery Storage,ES,Suffolk,NY,K,LIPA,,10.0,,SRIS,60.0,60.0,120.0,2.0,2027-11-01,,,2021-09-22,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Edwards Avenue Substation at 138 kV,,,09-2027,10-2027
1289,1289,Propel NY Energy - Alternate Solution 5,New York Power Authority / New York Transco LLC.,AC,"Nassau, Queens, Bronx, Westchester",NY,I; J; K,"LIPA, ConEd, NYPA",,9.0,,"SRIS, FS",,,,,,,,2021-10-11,,,,,2025-06-30,,,,active,2026-03-16T03:48:01,Sprain Brook 345 kV; Tremont 345 kV; East Garden City 345 kV; Barrett 138 kV; East Garden City 138 kV; Shore Road 138 kV; Syosset 138 kV; Ruland Rd 138 kV,,2025-02-11,06/29-06/30,
1308,1308,Richmond Spoke,New York Power Authority,AC,Richmond,NY,J,ConEd,,6.0,,SIS,,,,,,,,2021-12-02,,,,,2022-07-31,,,,active,2026-03-16T03:48:01,Goethals - Gowanus 345 kV,,,12-2030,
1315,1315,SDC St. Lawrence,"Sabey Data Center Properties, LLC",L,St. Lawrence,NY,D,NYPA,,6.0,,SIS,120.0,120.0,,,,,,2021-12-20,,,,,2022-09-30,,,,active,2026-03-16T03:48:01,Moses-Reynolds MRG-1 and Moses-Reynolds MRG-2 at 115kV,,,08-2025,
1329,1329,ELP Granby Solar II,ELP Granby Solar II LLC,CR,Oswego,NY,C,NM-NG,,11.0,,SIS,20.0,20.0,5.0,4.0,2028-06-01,,,2022-02-11,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Curtis Street - Teall 115 kV,,,06-2028,04-2028
1365,1365,Queensboro Renewable Express Circuit A,"Queensboro Development, LLC",DC,Queens,NY,J,ConEd,,6.0,,"FES, SIS, FS",,,,,,,,2022-04-15,,,,,2022-07-31,,,,active,2026-03-16T03:48:01,Rainey 345 kV substation and Vernon 138 kV substation,,2024-10-07,04-2029,
1366,1366,Queensboro Renewable Express Circuit B,"Queensboro Development, LLC",DC,Queens,NY,J,ConEd,,6.0,,SIS,,,,,,,,2022-04-15,,,,,2024-03-31,,,,active,2026-03-16T03:48:01,Rainey 345 kV substation and Vernon 138 kV substation,,,04-2029,
1465,1465,Digihost load,"Digihost Technologies, Inc.",L,Niagara,NY,A,NM-NG,,6.0,,SIS,50.2,50.2,,,,,,2022-11-14,,,,,2025-04-30,,,,active,2026-03-16T03:48:01,Walck Rd. 115kV,,,08-2027,
1484,1484,580 STAMP load increase,GCEDC,L,Genesee,NY,B,NM-NG,,6.0,,,300.0,300.0,,,,,,2022-12-02,,,,,2023-12-31,,,,active,2026-03-16T03:48:01,115 kv STAMP substation,,,12-2025,
1536,1536,White Pine Phase 1,Micron New York Semiconductor Manufacturing LLC,L,Onondaga,NY,C,NM-NG,,6.0,,SIS,480.0,480.0,,,,,,2023-03-11,,,,,2024-02-29,,,,active,2026-03-16T03:48:01,Clay 345 kV Substation,,,06-2026,
1555,1555,Liberty Green Line,North Bergen Liberty Generating LLC,AC,New York County,NY,J,"ConEd, PJM",,4.0,,SIS,,,,,,,,2023-05-12,,,,,2025-06-30,,,,active,2026-03-16T03:48:01,Con Edison W 49th St 345kV Substation,,,01-2029,
1627,1627,Micron Fab 2,Micron New York Semiconductor Manufacturing LLC,L,Onondaga,NY,C,NM-NG,,6.0,,,576.0,507.0,,,,,,2023-10-31,,,,,2024-06-30,,,,active,2026-03-16T03:48:01,National Grid Clay 345 kV Substation,,,09-2030,
1646,1646,POWI Project,P&M Brick LLC,L,Albany,NY,F,NM-NG,,6.0,,SIS,50.0,50.0,,,,,,2023-11-30,,,,,2024-07-31,,,,active,2026-03-16T03:48:01,New Scotland to Knickerbocker 345kV line,"NY Transco, LSPNY, CHGE",,01-2027,
1667,1667,Designated Public Policy Project Rainey Breaker Replacement,Consolidated Edison Company of New York,AC,New York,NY,J,ConEd,,7.0,,SIS,,,,,,,,2024-01-12,,,,,2024-07-31,,,,active,2026-03-16T03:48:01,Rainey 345kV Substation,,,05-2030,
1670,1670,Lake Mariner Data II,Lake Mariner Data LLC,L,Niagara,NY,A,NYSEG,,6.0,,,250.0,250.0,,,,,,2024-01-23,,,,,2025-04-30,,,,active,2026-03-16T03:48:01,Kintigh 345kV Substation,,,06-2025,
1671,1671,Meyer Substation Rebuild and South Perry Substation Rebuild,NYSEG,AC,Wyoming/Livingston,NY,C,NYSEG,,4.0,,SIS,,,,,,,,2024-02-02,,,,,2025-04-30,,,,active,2026-03-16T03:48:01,"Meyer 115kV, 34.5, 230kV South Perry 115kV, 34.5kV, 69kV",RG&E,,12-2030,
1672,1672,Ames Road Station,National Grid,AC,Montgomery,NY,"E,F","NM-NG, LS Power",,5.0,,,,,,,,,,2024-02-05,,,,,2025-08-31,,,,active,2026-03-16T03:48:01,345kV Edic Princetown 351 345kV Edic Princetwon 352 115kV Saint Johnsville Mashville 11 115kV Clinton Marshville 12,NYPA,,01-2028,
1681,1681,Niagara Digital Campus,Niagara Falls Redevelopment LLC,L,Niagara,NY,A,NM-NG,,5.0,,,140.0,140.0,,,,,,2024-04-09,,,,,2025-03-31,,,,active,2026-03-16T03:48:01,Adams to Packard 115kV lines 187 and 188,,,12-2027,
1683,1683,Cayuga Compute,"Cayuga Operating Company, LLC",L,Tompkins,NY,C,NYSEG,,6.0,,,88.0,88.0,,,,,,2024-04-24,,,,,2025-05-31,,,,active,2026-03-16T03:48:01,Milliken substation 115kV,,,10-2026,
1713,1713,Project Sycamore Orangeburg,Project Sycamore - Orangeburg,L,Rockland,NY,G,O&R,,6.0,,SIS,22.3,22.3,,,,,,2024-06-19,,,,,2025-06-30,,,,active,2026-03-16T03:48:01,Oak Street 138kV,,,01-2026,
1714,1714,Hudson Valley Data Center,Robert Delcalzo,L,Rockland,NY,G,O&R,,6.0,,SIS,50.0,50.0,,,,,,2024-07-02,,,,,2025-06-30,,,,active,2026-03-16T03:48:01,Line 60 138KV - Ramp to Tallman,,,02-2027,
1715,1715,1547 CSR - Orangeburg LLC,Jerry Martin,L,Rockland,NJ,G,O&R,,6.0,,SIS,30.0,30.0,,,,,,2024-07-02,,,,,2025-06-30,,,,active,2026-03-16T03:48:01,138kV Line 703 between Corporate Drive and Harings Corner,,,01-2027,
1716,1716,Orangeburg Expansion Phase 2,"DataBank Holdings, LLC",L,Orange,NY,G,O&R,,6.0,,SIS,30.0,30.0,,,,,,2024-08-05,,,,,2025-06-30,,,,active,2026-03-16T03:48:01,Oak St 38kV substation,,,12-2027,
1717,1717,"Proposed Datacenters at 450 Broadway, Buchanan, NY, 10511",Holtec Decommissioning International (HDI),L,Westchester,NY,H,ConEd,,5.0,,SIS,200.0,200.0,,,,,,2024-08-07,,,,,2025-09-30,,,,active,2026-03-16T03:48:01,Buchanan 138kV Substation,,,09-2026,
1721,1721,Brookhaven Logistics Center,WF Industrial XII LLC,L,Suffolk,NY,K,LIPA,,5.0,,,176.6,176.6,,,,,,2024-10-28,,,,,2025-07-31,,,,active,2026-03-16T03:48:01,138-872 Holbrook to Sills Rd,,,01-2027,
1725,1725,Greenidge 200 MW Data Center Project,"Greenidge Generation, LLC",L,Yates,NY,C,NYSEG,,5.0,,,200.0,200.0,,,,,,2024-12-20,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,New York State Electric & Gas (NYSEG) - Greenidge 115 kV Substation,National Grid,,10-2029,
1726,1726,Data & Technology Campus,"Riverview Innovation & Technology Campus, Inc.",L,Erie,NY,A,NM-NG,,5.0,,,300.0,300.0,,,,,,2025-01-31,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Huntley - Packard 230kV line 78,NYSEG,,01-2027,
1728,1728,Arsenal Data Site 250,Arconic Corporation,L,St Lawrence,NY,E,NYPA,,5.0,,,233.0,233.0,,,,,,2025-03-07,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Haverstock to Adirondak 345kV line HA-1,National Grid,,03-2027,
1729,1729,Arsenal Data Site 500,Arconic Corporation,L,St Lawrence,NY,E,NYPA,,5.0,,,233.0,233.0,,,,,,2025-03-07,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Haverstock to Adirondak 345kV line HA-1,National Grid,,03-2027,
1730,1730,Arsenal Data Site 1000,Arconic Corporation,L,St Lawrence,NY,E,NYPA,,5.0,,,467.0,467.0,,,,,,2025-03-07,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Haverstock to Adirondak 345kV line HA-1,National Grid,,03-2027,
1731,1731,New York State Artificial Intelligence Data Center,"ZeroC Data Centers, LLC",L,St. Lawrence,NY,E,NYPA,,5.0,,,300.0,300.0,,,,,,2025-03-14,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Haverstock-Adirondack 345kV transmission line HA-2,National Grid,,10-2026,
1732,1732,Wulf Compute Data Center II,TeraWulf Brookings LLC,L,Niagara,NY,A,NYSEG,,5.0,,,250.0,250.0,,,,,,2025-03-29,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Kintigh 345kV sub-station,"NYPA, NM-NG",,06-2026,
1733,1733,Cayuga Data,"Cayuga Operating Company, LLC",L,Tompkins,NY,C,NYSEG,,5.0,,,162.0,162.0,,,,,,2025-03-29,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Milliken 115kV Substation,National Grid,,08-2026,
1735,1735,Remington Factory Redevelopment,Turin Management LLC,L,Herkimer,NY,F,IMEU,,4.0,,,100.0,100.0,,,,,,2025-05-02,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Ilion Municipal 115kV substation,"NYPA ,National Grid",,07-2027,
1736,1736,Ranalli SuperDC,Ranalli SuperDC LLC,L,Onondaga,NY,C,NYPA,,4.0,,,300.0,300.0,,,,,,2025-05-07,,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Clay to Pannell ckts PC-1 and PC-2,"NM-NG, NYSEG/RGE",,05-2028,
1737,1737,Griffiss Park Triangle Development,Griffiss Utility Services Corporation,L,Oneida,NY,E,NM-NG,,4.0,,,80.0,80.0,,,,,,2025-06-03,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Gulf to Rome 115kV line,,,12-2027,
1738,1738,"1 Gig Data Center East Fishkill, NY",Donovan Drive Holdings LLC,L,Dutchess,NY,H,CONED,,4.0,,,1000.0,1000.0,,,,,,2025-07-17,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,East Fishkill to Wood Street 345 kV lines (38 and 39),"NYSEG, Central Hudson",,10-2028,
1740,1740,Incremental Load Request for Remington Factory Redevelopment,Turin Management LLC,L,Herkimer,NY,E,NYPA,,4.0,,,400.0,400.0,,,,,,2025-08-29,,,,,2025-09-30,,,,active,2026-03-16T03:48:01,Line 1: 345KV from EDIC to Fraser. Line 2: 345 KV from Marcy to Coopers Corners,"National Grid, NYSEG, Transco, IMEU",,08-2028,
1741,1741,North East Data LLC Data Center,North East Data LLC,L,Niagara,NY,A,NM-NG,,4.0,,,500.0,500.0,,,,,,2025-08-29,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,230kV lines 77 and 78,,,05-2027,
1742,1742,St. Lawrence Infrastructure 1,"St. Lawrence Infrastructure, LLC",L,St. Lawrence,NY,E,NYPA,,4.0,,,860.0,860.0,,,,,,2025-09-02,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,"NYPA HA-2, 345kV Transmission Line",National Grid,,12-2029,
1743,1743,St. Lawrence Infrastructure 2,"St. Lawrence Infrastructure, LLC",L,St. Lawrence,NY,D,NYPA,,4.0,,,1935.0,1935.0,,,,,,2025-09-02,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,NYPA's 230kV Moses Massena 1 (MMS-1) and 230kV Moses Massena 2 (MMS-2),IESO,,07-2030,
1745,1745,Pontoon Bridge Road Data Center,American Data Center Partners LLC,L,St Lawrence,NY,"D,E",NYPA,,4.0,,,250.0,250.0,,,,,,2025-10-09,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Haverstock-Adirondack 345kV transmission lines,,,10-2026,
1746,1746,OOWWTP Expansion Program,Onondaga County Department of Water Environment Protection,L,Onondaga,NY,C,National Grid,,4.0,,,50.0,50.0,,,,,,2025-10-15,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,National Grid's 115kV lines: Clay-Teall LN#11 and Clay-Woodard LN#17,NYPA,,2029-02-01 00:00:00,
1747,1747,Globe Digital Holdings - 1,GLOBE DH LLC,L,Niagara,NY,A,National Grid,,4.0,,,200.0,200.0,,,,,,2025-10-17,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Line 197 and 198,NYPA,,01-2027,
1748,1748,GLOBE DH 2,GLOBE DH LLC,L,NIAGARA FALLS,NY,A,National Grid,,4.0,,,200.0,200.0,,,,,,2025-10-17,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,LINE 197 AND 198,NYPA,,06-2027,
1749,1749,Globe DH 3,GLOBE DH LLC,L,niagara falls,NY,A,National Grid,,4.0,,,100.0,100.0,,,,,,2025-10-17,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,lines 187 and 188,NYPA,,01-2027,
1750,1750,Al Tech Steel Site,Advance Albany County Alliance,L,Albany,NY,F,NM-NG,,4.0,,,60.0,60.0,,,,,,2025-10-21,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Maplewood Menands 18,,,06-2027,
1751,1751,Alcoa East Energy Allocation Project,Massena Development LLC,L,St; Lawrence,NY,D,NYPA,,4.0,,,200.0,200.0,,,,,,2025-10-21,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,NYPA - HW1 and HW2 (345kV) Lines - at Haverstock Substation,,,07-2027,
1752,1752,Broome County Tech Park,The Agency,L,Broome,NY,"C, E",NYSEG,,4.0,,,250.0,250.0,,,,,,2025-10-30,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,345 kV POI via a loop on the existing Oakdale-Fraser Line 32. The interconnection substation will have a ring bus configuration.,,,12-2029,
1753,1753,"New York State Dept. of Health Lab (Harriman Campus, Albany NY)",New York State Office of General Services,L,Albany,NY,F,National Grid,,4.0,,,20.0,20.0,,,,,,2025-11-04,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,"Woodlawn-State Campus #12 115kV feeder, and Menands-State Campus #15-115kV feeder.",,,01-2030,
1754,1754,Kenwood Tech Center,EKG Group LLC,L,Albany,NY,F,National Grid,,4.0,,,180.0,180.0,,,,,,2025-11-11,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Albany?Bethlehem 115 kV Line #18,,,12-2028,
1755,1755,Site Master Plan Expansion Phase I,Research Foundation of SUNY,L,Albany,NY,F,National Grid,,4.0,,,45.0,45.0,,,,,,2025-12-18,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Patroon Creek and McKnownville,,,01-2029,
1758,1758,GE Vernova 2690 Balltown Road High Yard Upgrade,GE Vernova,L,Schenectady,NY,F,National Grid,,1.0,,,20.0,20.0,,,,,,2026-01-29,,,,,2026-02-28,,,,active,2026-03-16T03:48:01,Rosa Road - General Electric R&D National Grid #14,,,08-2027,
NOTES:,NOTES:,,● The column labeled 'SP' refers to the maximum summer megawatt electrical output.  The column labeled 'WP' refers to the maximum winter megawatt electrical output.,,,,,,,,,,,,,,,,,,,,,,,,,,active,2026-03-16T03:48:01,,,,,
C24-003,C24-003,Vineyard Mid-Atlantic West,Vineyard Mid-Atlantic LLC,OSW,Nassu,NY,K,NYPA,,6.0,,,1321.0,1321.0,,,2032-03-01,,,2024-08-01,,,,,2025-11-30,,,,cluster,2026-03-16T03:48:01,East Garden City 345kV,"LIPA, Transco",,01-2031,08-2031
C24-004,C24-004,Palladium Storage,Palladium Storage LLC,ES,Bronx,NY,J,NYPA,,6.0,,,140.0,140.0,560.0,4.0,2028-08-01,,,2024-08-01,,,,,2025-11-30,,,,cluster,2026-03-16T03:48:01,Hell Gate Annex 138KV Substation,ConEd,,06-2028,07-2028
C24-005,C24-005,Blue Spruce Storage,Blue Spruce Storage LLC,ES,Bronx,NY,J,ConEd,,6.0,,,300.0,300.0,1200.0,4.0,2028-08-01,,,2024-08-01,,,,,2025-11-30,,,,cluster,2026-03-16T03:48:01,Mott Haven 138KV Bus,,,06-2028,07-2028
C24-008,C24-008,KCE NY 30,"KCE NY 30, LLC",ES,Suffolk,NY,K,LIPA,,6.0,,,50.0,50.0,200.0,4.0,2028-10-01,,,2024-08-01,,,,,2025-12-31,,,,cluster,2026-03-16T03:48:01,West Babylon 69 kV,,,05-2028,09-2028
C24-010,C24-010,KCE NY 21,"KCE NY 21, LLC",ES,Suffolk,NY,K,LIPA,,6.0,,,60.0,60.0,240.0,4.0,2029-12-01,,,2024-08-01,,,,,2025-12-31,,,,cluster,2026-03-16T03:48:01,Pulaski 69kV Substation,,,09-2029,10-2029
C24-013,C24-013,Battery Park Storage,Battery Park Storage LLC,ES,Brooklyn,NY,J,ConEd,,6.0,,,190.0,190.0,760.0,4.0,2028-08-01,,,2024-08-01,,,,,2025-11-30,,,,cluster,2026-03-16T03:48:01,Greenwood 138KV,,,06-2028,07-2028
C24-021,C24-021,Bluepoint Wind 1,Bluepoint Wind LLC,OSW,Kings,NY,J,CONED,,6.0,,,1310.0,1310.0,,,2033-12-01,,,2024-08-01,,,,,2025-08-31,,,,cluster,2026-03-16T03:48:01,Brooklyn Clean Energy Hub 345kV Substation,,,01-2033,07-2033
C24-032,C24-032,Oakdale Battery Storage LLC,BayWa r.e Projects LLC.,ES,Broome,NY,C,NYSEG,,6.0,,,150.0,150.0,600.0,4.0,2030-08-01,,,2024-08-01,,,,,2025-12-31,,,,cluster,2026-03-16T03:48:01,Oakdale 115 kV,,,03-2030,04-2030
C24-033,C24-033,KCE NY 31,"KCE NY 31, LLC",ES,Suffolk,NY,K,LIPA,,6.0,,,50.0,50.0,200.0,4.0,2027-12-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Shoreham 138kV,,,05-2027,09-2027
C24-042,C24-042,Hoffman Falls Wind 2,Liberty Renewables Inc.,W,Madison,NY,C,NM-NG,,6.0,,,29.8,29.8,,,2027-12-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Fenner - Shippy Rd Line 3 115 kV,,,10-2027,11-2027
C24-047,C24-047,"Lincoln Park DG, LLC",BayWa r.e Projects LLC.,ES,Ulster,NY,G,CHGE,,6.0,,,150.0,150.0,600.0,4.0,2030-12-01,,,2024-08-01,,,,,2025-12-31,,,,cluster,2026-03-16T03:48:01,Lincoln Park - East Kingston 115 kV,,,07-2030,08-2030
C24-048,C24-048,BPP NY Lansing BESS I,BPP NY Lansing BESS I LLC,ES,Tompkins,NY,C,NYSEG,,6.0,,,200.0,200.0,800.0,4.0,2028-07-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Milliken 115kV (aka Cayuga 115kV),,,05-2028,06-2028
C24-052-001,C24-052-001,Hemlock Hollow Wind,Liberty Renewables Inc.,W,Cattaraugus,NY,A,NM-NG,,6.0,,,95.0,95.0,,,2029-09-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,"Dugan - Homer Hill 115kV, Line #155",,,07-2029,08-2029
C24-060,C24-060,Gemma Energy Storage,Hanwha Q CELLS USA Corp.,ES,Steuben,NY,C,NYSEG,,6.0,,,200.0,200.0,800.0,4.0,2027-12-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Stony Ridge 230kV,,,06-2027,06-2027
C24-061,C24-061,Daphne Energy Storage,Hanwha Q CELLS USA Corp.,ES,Suffolk County & Mastic City,NY,K,LIPA,,6.0,,,75.0,75.0,300.0,4.0,2027-12-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Moriches 69kV,,,06-2027,06-2027
C24-062,C24-062,Highbush Energy Storage,Hanwha Q CELLS USA Corp.,ES,Dutchess,NY,G,CHGE,,6.0,,,200.0,200.0,800.0,4.0,2027-12-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Manchester 115 kV,,,06-2027,06-2027
C24-064,C24-064,Fraser Energy Storage,"EDF Renewables Development, Inc.",ES,Delaware,NY,E,NYSEG,,6.0,,,135.0,135.0,540.0,4.0,2029-11-01,,,2024-08-01,,,,,2025-02-28,,,,cluster,2026-03-16T03:48:01,Fraser substation 115 kV,,,09-2028,07-2029
C24-066,C24-066,Coral Energy Storage,Hanwha Q CELLS USA Corp.,ES,Chemung,NY,C,NYSEG,,6.0,,,100.0,100.0,400.0,4.0,2027-12-01,,,2024-08-01,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Yawger 115kV Substation,,,06-2027,06-2027
C24-072,C24-072,Eastwater Energy Storage,"GCI Eastwater, LLC",ES,Monroe,NY,B,NM-NG,,6.0,,,100.0,100.0,400.0,4.0,2027-06-01,,,2024-08-02,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Station 82 - Station 121 Line 23 115kV,RG&E,,02-2027,03-2027
C24-074,C24-074,Lighthouse Energy Storage,"GCI Lighthouse Energy Storage, LLC",ES,Chautauqua,NY,A,NM-NG,,6.0,,,250.0,250.0,1000.0,4.0,2027-06-01,,,2024-08-02,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Gardenville - Dunkirk Line 74 230 kV,,,02-2027,03-2027
C24-079,C24-079,Maple Harvest Wind,Maple Harvest Wind,W,Onondaga,NY,C,NM-NG,,6.0,,,162.0,162.0,,,2028-12-01,,,2024-08-08,,,,,2026-01-31,,,,cluster,2026-03-16T03:48:01,Tilden-Cortland Line 18.,,,10-2028,11-2028
C24-081,C24-081,Port Morris Energy Storage,The New York Power Authority,ES,Bronx,NY,J,NYPA,,6.0,,,130.0,130.0,520.0,4.0,2028-12-01,,,2024-08-08,,,,,2025-03-31,,,,cluster,2026-03-16T03:48:01,Hell Gate Annex 138kV,ConEd,,10-2028,10-2028
C24-085,C24-085,Arch 4,"Terra-Gen Development Company, LLC",ES,Orange,NY,G,CHGE,,6.0,,,150.0,150.0,600.0,4.0,2028-12-01,,,2024-08-09,,,,,2025-10-31,,,,cluster,2026-03-16T03:48:01,Rock Tavern 345kV Substation,"Transco, O&R, NYPA",,10-2028,10-2028
