queue_id,queue_pos,project_name,developer,fuel_type,county,state,zone,utility,point_of_interconnection,status,interconnection_type,availability,sp_mw,wp_mw,storage_capability,discharge_duration,proposed_cod,proposed_sync_date,proposed_in_service_date,date_of_ir,ia_tender_date,ia_effective_date,fs_complete_date,sis_complete_date,last_updated_date,date_withdrawn,optional_study,cluster_study,source_sheet,scrape_timestamp,Points of Interconnection,Affected Transmission Owner (ATO),CY/FS Complete Date,Proposed In-Service/Initial Backfeed Date,Proposed Sync Date
0157,0157,Orion Energy NY I,"BP Alternative Energy NA, Inc.",W,Herkimer,NY,E,NM-NG,Watkins Rd.-Inghams 115kV,0,,,100.0,100.0,,,,,,2004-10-12,,,,,2012-03-01,,,,withdrawn,2026-03-16T03:48:01,,,,,
0158,0158,Orion Energy NY II,"Orion Energy, LLC",W,Montgomery,NY,,NM-NG,Inghams-Meco 115kV,0,,,100.0,100.0,,,,,,2004-10-12,,,,,2019-01-06,,,,withdrawn,2026-03-16T03:48:01,,,,,
0159,0159,Orion Energy NY III,"Orion Energy, LLC",,Clinton,NY,,NYSEG,TBD,0,,,150.0,,,,,,,2004-10-12,,,,,,,,,withdrawn,2026-03-16T03:48:01,,,,,
0160,0160,Jericho Rise Wind Farm,"Jericho Rise Wind Farm, LLC",W,Franklin,NY,D,NYPA,Willis 115 kV,0,,,79.2,79.2,,,,,,2004-10-12,,,,,2011-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0162,0162,Niagara Windpower,"AES Somerset, LLC",W,Niagara,NY,,NYSEG,Somerset Switch Yard,0,,,70.0,,,,,,,2004-12-15,,,,,2019-08-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0163,0163,Paragon I Wind Generation,Clipper Windpower Dev. Co. Inc.,W,Steuben,NY,C,NYSEG,Bath-Montour Falls 115kV,0,,,100.0,100.0,,,,,,2005-01-13,,,,,2008-08-19,,,,withdrawn,2026-03-16T03:48:01,,,,,
0164,0164,Long Island Offshore Wind,FPL Energy,W,Suffolk,NY,,LIPA,Sterling Substation,0,,,140.0,140.0,,,,,,2005-01-28,,,,,2008-02-26,,,,withdrawn,2026-03-16T03:48:01,,,,,
0165,0165,Genesee Wind Farm,"UPC Wind Management, LLC",W,Genesee,NY,,NM-NG,Batavia Substation 115kV,0,,,500.0,500.0,,,,,,2005-01-31,,,,,2019-11-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0166,0166,St. Lawrence Wind Farm,"Cape Vincent Wind Power, LLC",W,Jefferson,NY,E,NM-NG,Rockledge Substation 115kV,0,,,75.9,75.9,,,,,,2005-02-08,,,,,2014-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
0167,0167,St. Lawrence Wind Farm II,"AES NY Wind, LLC",W,Jefferson,NY,,NM-NG,Lyme Substation,0,,,80.0,,,,,,,2005-02-08,,,,,2019-06-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0168,0168,Dairy Hills Wind Farm,"Dairy Hills Wind Farm, LLC",W,Wyoming,NY,C,NYSEG,Stolle Rd.-Meyer 230kV,0,,,120.0,120.0,,,,,,2005-02-08,,,,,2012-03-01,,,,withdrawn,2026-03-16T03:48:01,,,,,
0169,0169,Alabama Ledge Wind Farm,"Alabama Ledge Wind Farm, LLC",W,Genesee,NY,B,NM-NG,Oakfield-Lockport 115kV,0,,,79.8,79.8,,,,,,2005-02-08,,,,,2012-06-01,,,,withdrawn,2026-03-16T03:48:01,,,,,
0170,0170,Machias Wind Farm,"Machias Wind Farm, LLC",W,Cattaraugus,NY,,NM-NG,Homer Hill-Gardenville 115kV,0,,,90.0,90.0,,,,,,2005-02-08,,,,,2006-10-11,,,,withdrawn,2026-03-16T03:48:01,,,,,
0176,0176,Wethersfield Windfield 115kV,"Noble Environmental Power, LLC",W,Wyoming,NY,,Village of Arcade,Arcade Substation 115kV,0,,,129.0,129.0,,,,,,2005-02-14,,,,,2006-07-18,,,,withdrawn,2026-03-16T03:48:01,,,,,
0178,0178,Allegany Windpark,"Noble Allegany Windpark, LLC",W,Cattaraugus,NY,A,Village of Arcade,Freedom Substation 115kV,0,,,100.5,100.5,,,,,,2005-02-14,,,,,2010-06-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
0179,0179,Cherry Hill Windpark,"Noble Environmental Power, LLC",W,Franklin,NY,E,NYSEG,Nicholville-Malone 115kV,0,,,102.0,102.0,,,,,,2005-02-14,,,,,2009-02-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0180,0180,Buffalo Rd. Wind Farm,"Invenergy Wind, LLC",W,Wyoming,NY,,NYSEG,Stolle Rd.-Meyer 230kV,0,,,165.0,165.0,,,,,,2005-02-23,,,,,2007-01-09,,,,withdrawn,2026-03-16T03:48:01,,,,,
0180A,0180A,Cody Rd,Green Power,W,Madison,NY,C,NM-NG,Fenner - Cortland 115kV,0,,,10.0,10.0,,,,,,2005-03-17,,,,,2017-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
0181,0181,Cold Spring Wind,Everpower Global,W,Cattaraugus,NY,,NM-NG,Falconer-Homer Hill 115kV,0,,,69.3,,,,,,,2005-03-21,,,,,2019-09-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0183,0183,Buffalo Rd. Wind Farm II,"Invenergy Wind, LLC",W,Wyoming,NY,,NYSEG/NM-NG,Batavia 115kV,0,,,165.0,165.0,,,,,,2005-03-28,,,,,2019-12-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0184,0184,Ripley Hill,"Invenergy Wind, LLC",W,Onondaga,NY,,NYSEG/NM-NG,Town of Spafford,0,,,75.9,,,,,,,2005-03-28,,,,,2019-08-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0186,0186,Jordanville Wind,"Jordanville Wind, LLC",W,Herkimer,NY,E,NM-NG,Porter-Rotterdam 230kV,0,,,80.0,80.0,,,,,,2005-04-01,,,,,2011-09-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0187,0187,North Slope Wind,"North Slope Wind Farm, LLC",W,Clinton,NY,D,NYPA,Willis-Plattsburgh 230kV,0,,,109.5,109.5,,,,,,2005-04-05,,,,,2009-02-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0188,0188,Orangeville Wind,"NY Windpower, LLC",W,Wyoming,NY,,NYSEG,115kV,0,,,96.0,,,,,,,2005-04-05,,,,,2019-08-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0189,0189,Horse Creek Wind,"Atlantic Wind, LLC",W,Jefferson,NY,E,NM-NG,Coffeen St-Thousand Island 115kV,0,,,126.0,126.0,,,,,,2005-04-08,,,,,2014-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0190,0190,Mixer Road Wind,"PPM Energy, Inc.",W,Jefferson,NY,,NM-NG,West Adams 115kV,0,,,66.0,66.0,,,,,,2005-04-08,,,,,2006-10-11,,,,withdrawn,2026-03-16T03:48:01,,,,,
0191,0191,NY Regional,NY Regional,DC,Oneida-Orange,NY,"E, G",NM-NG/CH,Edic - Rock Tavern,0,,,1200.0,1200.0,,,,,,2005-05-13,,,,,2009-04-08,,,,withdrawn,2026-03-16T03:48:01,,,,,
0192,0192,Orion Livingston,"Orion Energy, LLC",W,Livingston,NY,,NYSEG,Stolle Rd.-Meyer 230kV,0,,,75.0,75.0,,,,,,2005-05-17,,,,,2019-01-06,,,,withdrawn,2026-03-16T03:48:01,,,,,
0193,0193,Orion Wyoming,"Orion Energy, LLC",W,Wyoming,NY,,NYSEG,South Perry 115kV,0,,,60.0,60.0,,,,,,2005-05-17,,,,,2007-01-09,,,,withdrawn,2026-03-16T03:48:01,,,,,
0194,0194,Bayonne,Calpine Energy Services,ST,NY,NY,,CONED,World Trade Center 138kV,0,,,300.0,300.0,,,,,,2005-05-26,,,,,2019-02-06,,,,withdrawn,2026-03-16T03:48:01,,,,,
0195,0195,Harbor Cable Project II,Brookfield Power US,DC,Richmond,NY,J,CONED,Goethal 345kV,0,,,200.0,200.0,,,,,,2005-06-14,,,,,2009-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0196,0196,Roaring Brook,"Roaring Brook Windpower, LLC",W,Lewis,NY,,NM-NG,Adirondak-Porter 230kV,0,,,79.9,79.8,,,,,,2005-07-01,,,,,2006-07-10,,,,withdrawn,2026-03-16T03:48:01,,,,,
0197,0197,Roaring Brook Wind,"PPM Roaring Brook, LLC / PPM",W,Lewis,NY,E,NM-NG,Boonville-Lowville 115kV,0,,,78.0,78.0,,,,,,2005-07-01,,,,,2016-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0198,0198,Arkwright Summit Wind Farm,"Arkwright Summit Wind Farm, LLC",W,Chautauqua,NY,A,NM-NG,Dunkirk-Falconer 115kV,0,,,79.8,79.8,,,,,,2005-07-21,,,,,2013-09-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0200,0200,Linden Power I,Cavallo Power,CC,NY-NJ,NY,,CONED,Goethal Substation,0,,,845.0,915.0,,,,,,2005-08-16,,,,,2019-02-06,,,,withdrawn,2026-03-16T03:48:01,,,,,
0201,0201,Berrians GT,NRG Energy,CC,Queens,NY,J,CONED,Astoria West Substation 138kV,0,,,200.0,200.0,,,,,,2005-08-17,,,,,2015-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0202,0202,130 MW Uprate,Liberty Generating Co.,CT,NY-NJ,NY,,CONED,Goethal 345kV,0,,,130.0,130.0,,,,,,2005-08-25,,,,,2019-03-06,,,,withdrawn,2026-03-16T03:48:01,,,,,
0203,0203,GenWy Wind Farm,"GenWy Wind, LLC",W,Genesee,NY,A,NYSEG,Stolle Rd - Homer City 345kV,0,,,478.5,478.5,,,,,,2005-10-21,,,,,2010-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0204,0204,Paragon II Wind Generation,Clipper Windpower Dev. Co. Inc.,W,Steuben,NY,C,NYSEG,Avoca - Hillside 230kV,0,,,150.0,150.0,,,,,,2005-10-27,,,,,2008-08-19,,,,withdrawn,2026-03-16T03:48:01,,,,,
0204A,0204A,Beekmantown Windfarm,"Duer's Patent Project, LLC",W,Clinton,NY,D,NYSEG,Kents Falls - Sciota 115kV,0,,,19.5,19.5,,,,,,2005-10-31,,,,,2013-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0207,0207,Cape Vincent,"Cape Vincent Wind Power, LLC",W,Jefferson,NY,E,NM-NG,Rockledge Substation 115kV,0,,,209.3,209.3,,,,,,2006-01-12,,,,,2014-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
0208,0208,Roundhouse Renewable,"CRC Development, LLC",ST,Otsego,NY,,NYSEG,City of Oneonta,0,,,35.0,36.0,,,,,,2006-01-17,,,,,2006-09-25,,,,withdrawn,2026-03-16T03:48:01,,,,,
0209,0209,Nassau Generating,"SUEZ Energy Generating NA, Inc",CT,Nassau,NY,,LIPA,Garden City Substation 138kV,0,,,88.0,100.0,,,,,,2006-02-10,,,,,2007-07-10,,,,withdrawn,2026-03-16T03:48:01,,,,,
0210,0210,Fortran,"Canadian Niagara Power, Inc.",AC,Niagara,NY,A,NM-NG,Huntley Station 115kV,0,,,150.0,150.0,,,,,,2006-03-14,,,,,2010-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0213,0213,Ellenburg II Windfield,"Noble Environmental Power, LLC",W,Clinton,NY,D,NYPA,Willis-Plattsburgh WP-2 230kV,0,,,21.0,21.0,,,,,,2006-04-03,,,,,2013-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0215,0215,Noble Burke Windpark,"Noble Burke Windpark, LLC",W,Franklin-Clinton,NY,D,NYPA,Willis Substation 230kV,0,,,120.0,120.0,,,,,,2006-04-03,,,,,2009-02-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0217,0217,Cherry Flats,"AES Keystone Wind, LLC",W,Tioga,PA,C,NYSEG,Homer City-Watercure 345kV,0,,,90.0,90.0,,,,,,2006-06-06,,,,,2008-12-22,,,,withdrawn,2026-03-16T03:48:01,,,,,
0218,0218,Endless Mountain Wind,Gamesa Energy USA,W,Tioga - Bradford,PA,,NYSEG,Homer City-Watercure 345kV,0,,,150.0,150.0,,,,,,2006-07-03,,,,,2006-07-27,,,,withdrawn,2026-03-16T03:48:01,,,,,
0219,0219,Huntley,"NRG Energy, Inc.",CC,Niagara,NY,A,NM-NG,Tonawanda,0,,,752.0,752.0,,,,,,2006-07-12,,,,,2008-12-22,,,,withdrawn,2026-03-16T03:48:01,,,,,
0220,0220,Armenia Mountain I,"AES Keystone Wind, LLC",W,Bradford,PA,C,NYSEG,Homer City-Watercure 345kV,0,,,175.0,175.0,,,,,,2006-07-19,,,,,2008-08-19,,,,withdrawn,2026-03-16T03:48:01,,,,,
0221,0221,Armenia Mountain II,"AES Keystone Wind, LLC",W,Bradford,PA,C,NYSEG,Homer City-Watercure 345kV,0,,,75.0,75.0,,,,,,2006-07-19,,,,,2009-04-08,,,,withdrawn,2026-03-16T03:48:01,,,,,
0222,0222,Ball Hill Windpark,"Ball Hill Windpark, LLC",W,Chautauqua,NY,A,NM-NG,Dunkirk-Gardenville 230kV,0,,,90.0,90.0,,,,,,2006-07-21,,,,,2013-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0223,0223,Arkwright Windpark,"Noble Environmental Power, LLC",W,Chautauqua,NY,,NM-NG,Dunkirk-Falconer 115kV,0,,,99.0,99.0,,,,,,2006-07-21,,,,,2007-03-12,,,,withdrawn,2026-03-16T03:48:01,,,,,
0224,0224,Berrians GT II,"NRG Energy, Inc.",CC,Queens,NY,J,CONED,Astoria West Substation 138kV,0,,,50.0,90.0,,,,,,2006-08-23,,,,,2015-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0224B,0224B,Chemung Landfill,Casella Waste Systems,M,Chemung,NY,C,NYSEG,115kV,0,,,6.4,6.4,,,,,,2006-09-05,,,,,2008-04-15,,,,withdrawn,2026-03-16T03:48:01,,,,,
0225A,0225A,SII Rotterdam Junction,"Schenectady International, Inc.",Wo,Rotterdam,NY,F,NM-NG,69kV,0,,,9.3,9.3,,,,,,2006-09-08,,,,,2010-08-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0225B,0225B,Faxton/ St. Luke,Burrstone Energy,NG,Herkimer,NY,E,NM-NG,TBD,0,,,2.2,2.2,,,,,,2006-09-15,,,,,2008-07-10,,,,withdrawn,2026-03-16T03:48:01,,,,,
0226,0226,Linden,Cavallo Power,CC,NY-NJ,NY,,CONED,"East 13th, West 49th",0,,,1200.0,1200.0,,,,,,2006-09-08,,,,,2006-11-14,,,,withdrawn,2026-03-16T03:48:01,,,,,
0227,0227,Orleans Wind,"EC&R Northeast, LLC",W,Orleans,NY,A,NM-NG,Shelby Substation - 115kV,0,,,120.0,120.0,,,,,,2006-09-28,,,,,2008-10-14,,,,withdrawn,2026-03-16T03:48:01,,,,,
0227A,0227A,Laidlaw Energy & Env.,Laidlaw Energy Group Inc.,Wo,Cattaraugus,NY,A,NM-NG,13.2kV,0,,,7.0,7.0,,,,,,2006-10-30,,,,,2013-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0228,0228,Jennison,"AES Bainbridge, LLC",C,Chenango,NY,,NYSEG,TBD,0,,,516.0,536.0,,,,,,2006-10-30,,,,,2007-04-24,,,,withdrawn,2026-03-16T03:48:01,,,,,
0229,0229,Somerset,"AES Somerset 2, LLC",C,Niagara,NY,,NYSEG,Somerset Substation 345kV,0,,,687.0,706.0,,,,,,2006-11-01,,,,,2007-03-27,,,,withdrawn,2026-03-16T03:48:01,,,,,
0230,0230,Cornell CHPP,Cornell University,NG,,,,,Maple Ave. Substation 115kV,0,,,30.0,30.0,,,,,,2006-11-02,,,,,2006-11-21,,,,withdrawn,2026-03-16T03:48:01,,,,,
0231,0231,Seneca,"Seneca Energy II, LLC",M,Seneca,NY,C,NYSEG,Goulds Substation 34.5kV,0,,,6.4,6.4,,,,,,2006-11-02,,,,,2012-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0235,0235,Canfield Wind,"Gamesa Energy USA, LLC",W,Tioga - Bradford,PA,,NYSEG,Homer City-Watercure 345kV,0,,,120.0,120.0,,,,,,2006-12-12,,,,,2007-10-16,,,,withdrawn,2026-03-16T03:48:01,,,,,
0236,0236,Dean Wind,"Gamesa Energy USA, LLC",W,Tioga - Schuyler,NY,C,NYSEG,Watercure-Oakdale 345kV,0,,,150.0,150.0,,,,,,2006-12-14,,,,,2011-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0237,0237,Allegany Wind,"Allegany Wind, LLC",W,Cattaraugus,NY,A,NM-NG,Homer Hill Ð Dugan Rd. 115kV,0,,,72.5,72.5,,,,,,2007-01-09,,,,,2015-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
0238,0238,Tonawanda Creek Wind,"Tonawanda Creek Wind, LLC",W,Genesee,NY,A,NM-NG,Lockport Ð Batavia 115kV,0,,,75.0,75.0,,,,,,2007-01-30,,,,,2009-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0239,0239,Western Door Wind,"Western Door Wind, LLC",W,Yates,NY,C,NYSEG,Greenidge Ð Haley Rd. 115kV,0,,,100.0,100.0,,,,,,2007-01-30,,,,,2012-01-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0239A,0239A,Modern Innovative Plant,"Innovative Energy System, Inc.",M,Niagara,NY,A,NM-NG,Youngstown Ð Sanborn 34.5kV,0,,,6.4,6.4,,,,,,2007-01-31,,,,,2013-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0240,0240,Farmersville Windpark,"Noble Environmental Power, LLC",W,Cattaraugus-PA,NY,A,NM-NG,Stolle Rd - Farmer's Valley 345kV,0,,,100.0,100.0,,,,,,2007-02-26,,,,,2009-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0241,0241,Chateaugay II Windpark,"Noble Chateaugay Windpark II, LLC",W,Franklin,NY,D,NYSEG,Chateaugay Substation 34.5kV,0,,,19.5,19.5,,,,,,2007-03-15,,,,,2012-08-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0242,0242,Brown's Race Uprate,RG&E,H,Monroe,NY,,NYSEG,Brown's Race Substation,0,,,6.0,6.0,,,,,,2007-04-09,,,,,2007-06-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
0243,0243,Astoria Uprate,"Astoria Energy, LLC",CC,Queens,NY,J,ConEd,Astoria East Substation 138kV,0,,,100.0,230.0,,,,,,2007-04-12,,,,,2010-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0244,0244,Jennison,"AES Bainbridge, LLC",C,Chenango,NY,,NYSEG,Oakdale Ð Fraser 345kV,0,,,650.0,650.0,,,,,,2007-04-13,,,,,2008-03-20,,,,withdrawn,2026-03-16T03:48:01,,,,,
0246,0246,Dutch Gap Wind,"PPM Energy, Inc",W,Jefferson,NY,E,NM-NG,Indian River - Black Rive 115kV,0,,,250.0,250.0,,,,,,2007-06-01,,,,,2012-03-01,,,,withdrawn,2026-03-16T03:48:01,,,,,
0247,0247,Russell Station,RG&E,CC,Monroe,NY,B,RG&E,Russell Station 115kV,0,,,300.0,325.0,,,,,,2007-06-11,,,,,2012-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0248,0248,Russell Station II,RG&E,C,Monroe,NY,,NYSEG,Russell Station 115kV,0,,,300.0,300.0,,,,,,2007-06-11,,,,,2007-10-02,,,,withdrawn,2026-03-16T03:48:01,,,,,
0249,0249,Bayone Energy Center II,Hess Corporation,D,Bayonne,NJ,,ConEd,Gowanus Substation 138kV,0,,,250.0,250.0,,,,,,2007-06-20,,,,,2007-10-02,,,,withdrawn,2026-03-16T03:48:01,,,,,
0252,0252,Manhattan Cable,Brookfield Power,DC,NY,NY,J,ConEd,World Trade Center 138 kV,0,,,350.0,350.0,,,,,,2007-08-01,,,,,2008-07-10,,,,withdrawn,2026-03-16T03:48:01,,,,,
0253,0253,Marble River SPS,"Marble River, LLC",AC,Clinton,NY,D,NYPA,Moses-Willis-Plattsburgh 230kV,0,,,,,,,,,,2007-08-13,,,,,2012-06-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0254,0254,Ripley-Westfield Wind,Ripley-Westfield Wind LLC,W,Cahatauqua,NY,A,NM-NG,Ripley - Dunkirk 230kV,0,,,124.2,124.2,,,,,,2007-08-14,,,,,2012-03-01,,,,withdrawn,2026-03-16T03:48:01,,,,,
0255,0255,Cross Hudson,"In-City, LLC",CC,NY-NJ,NY,J,ConEd,W49th Street 345kV,0,,,550.0,550.0,,,,,,2007-08-23,,,,,2008-07-01,,,,withdrawn,2026-03-16T03:48:01,,,,,
0256,0256,Niagara Shore Wind,"Niagara Shore Winds, LLC",W,Niagara,NY,A,NYSEG,Somerset Switch Yard 345kV,0,,,70.5,70.5,,,,,,2007-09-04,,,,,2010-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0257,0257,Brown's Race Uprate,RG&E,H,Monroe,NY,B,RG&E,Beebee Station 34kV,0,,,2.0,2.0,,,,,,2007-09-12,,,,,2011-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0258,0258,Ripley-Westfield Wind II,"Babcock & Brown, LP",W,Chautauqua,NY,,NM-NG,Ripley - Dunkirk 230kV,0,,,124.8,124.8,,,,,,2007-09-24,,,,,2007-10-16,,,,withdrawn,2026-03-16T03:48:01,,,,,
0259,0259,Delaware County Landfill,Delaware County Electric,M,Delaware,NY,,NYSEG,TBD,0,,,1.0,1.0,,,,,,2007-09-24,,,,,2008-01-29,,,,withdrawn,2026-03-16T03:48:01,,,,,
0261,0261,South Pier Improvement,Astoria Generating Company,CT,Kings,NY,J,ConEd,Gowanus 138kV,0,,,105.0,108.0,,,,,,2007-10-02,,,,,2012-03-01,,,,withdrawn,2026-03-16T03:48:01,,,,,
0262,0262,Schoharie Highlands,"RP Wind NY, LLC",W,Schoharie,NY,F,NM-NG,69kV,0,,,70.0,70.0,,,,,,2007-10-05,,,,,2009-05-12,,,,withdrawn,2026-03-16T03:48:01,,,,,
0264,0264,Seth Green,RG&E,H,Monroe,NY,B,RG&E,11kV,0,,,2.8,2.8,,,,,,2007-10-23,,,,,2014-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0265,0265,CityGreen,CityGreen Transmission,DC,Westchester-Queens,NY,"H, J",ConEd,Millwood - Farragut/Rainey 345kV,0,,,1100.0,1100.0,,,,,,2007-11-16,,,,,2010-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0266,0266,Berrians GT III,"NRG Energy, Inc.",CC,Queens,NY,J,NYPA,Astoria Annex 345kV,0,,,250.0,290.0,,,,,,2007-11-28,,,,,2015-06-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0267,0267,Winergy NYC Wind Farm,"Winergy Power, LLC",W,NY,NY,J,ConEd,Gowanus Substation 345kV,0,,,600.0,600.0,,,,,,2007-11-30,,,,,2012-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0268,0268,Arthur Kill,"NRG Energy, Inc.",CC,NY,NY,J,ConEd,Gowanus Substation,0,,,800.0,800.0,,,,,,2007-12-07,,,,,2008-07-10,,,,withdrawn,2026-03-16T03:48:01,,,,,
0269,0269,Madison County Landfill,"WM Renewable Energy, LLC",M,Madison,NY,,NM-NG,Canastota,0,,,2.0,2.0,,,,,,2007-12-10,,,,,2008-01-29,,,,withdrawn,2026-03-16T03:48:01,,,,,
0270,0270,Hounsfield Wind,Wind Development Contract Co LLC,W,Jefferson,NY,E,NYPA,Fitzpatrick - Edic 345kV,0,,,244.8,244.8,,,,,,2007-12-13,,,,,2016-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0271,0271,State Line Wind,State Line Wind Power LLC,W,Chautauqua,NY,A,NM-NG,South Ripley - Dunkirk 230kV,0,,,124.8,124.8,,,,,,2007-12-20,,,,,2011-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0272,0272,Benchmark Generator,NYPA,CT,Queens,NY,J,NYPA,Astoria 345kV,0,,,900.0,1080.0,,,,,,2007-12-20,,,,,2009-04-08,,,,withdrawn,2026-03-16T03:48:01,,,,,
0273,0273,Winergy Long Island Wind,"Winergy Power, LLC",W,Suffolk,NY,K,LIPA,Sterling Substation,0,,,299.0,299.0,,,,,,2007-12-21,,,,,2008-07-10,,,,withdrawn,2026-03-16T03:48:01,,,,,
0274,0274,PSEG Fossil Bergen Unit 2,"In City I, LLC",CC,NY-NJ,NY,J,ConEd,W49th Street 345kV,0,,,100.0,100.0,,,,,,2008-01-23,,,,,2008-07-10,,,,withdrawn,2026-03-16T03:48:01,,,,,
0275,0275,Cayuga County Wind,Shell Wind Energy Inc.,W,Cayuga,NY,C,NYSEG,Milliken - Wright Ave. 115kV,0,,,120.0,120.0,,,,,,2008-01-24,,,,,2009-04-08,,,,withdrawn,2026-03-16T03:48:01,,,,,
0277,0277,Nine Mile Point Station Unit #3,UniStar Nuclear Energy,NU,Oswego,NY,C,NM-NG,Scriba Substation 345kV,0,,,1640.0,1660.0,,,,,,2008-02-04,,,,,2009-12-22,,,,withdrawn,2026-03-16T03:48:01,,,,,
0278,0278,Riverbank Power A,Riverbank Power Corporation,PS,Niagara,NY,A,NYPA,Niagara - Rochester 345kV,0,,,1000.0,1000.0,,,,,,2008-02-20,,,,,2009-06-24,,,,withdrawn,2026-03-16T03:48:01,,,,,
0279,0279,Riverbank Power D1,Riverbank Power Corporation,PS,St. Lawrence,NY,E,NYPA,Massena 765kV,0,,,1000.0,1000.0,,,,,,2008-02-20,,,,,2010-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0280,0280,Riverbank Power D2,Riverbank Power Corporation,H,St. Lawrence,NY,E,NYPA,Massena 765kV,0,,,1000.0,1000.0,,,,,,2008-02-20,,,,,2008-10-14,,,,withdrawn,2026-03-16T03:48:01,,,,,
0281,0281,Riverbank Power G,Riverbank Power Corporation,PS,Rockland,NY,G,ConEd/O&R,West Haverstraw 345kV,0,,,1000.0,1000.0,,,,,,2008-02-20,,,,,2010-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0282,0282,Concord Wind,Concord Wind Power LLC,W,Chautauqua,NY,A,NM-NG,Dunkirk - South Ripley 230kV,0,,,101.2,101.2,,,,,,2008-02-28,,,,,2011-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
0283,0283,Riverbank Power J,Riverbank Power Corporation,H,Queens,NY,J,NYPA,Poletti Substation 345kV,0,,,1000.0,1000.0,,,,,,2008-03-03,,,,,2008-04-15,,,,withdrawn,2026-03-16T03:48:01,,,,,
0285,0285,Machias I,"Machias Wind Farm, LLC",W,Cattaraugus,NY,A,NM-NG,Gardenville - Homer Hill 115kV,0,,,79.2,79.2,,,,,,2008-03-27,,,,,2012-06-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0286,0286,Machias II,"Machias Wind Farm, LLC",W,Cattaraugus,NY,A,NYSEG,345kV,0,,,199.5,199.5,,,,,,2008-03-27,,,,,2009-04-08,,,,withdrawn,2026-03-16T03:48:01,,,,,
0287,0287,Pomfret,"Horizon Wind Energy, LLC",W,Chautauqua,NY,A,NM-NG,Dunkirk - Falconer 115kV,0,,,73.5,73.5,,,,,,2008-03-27,,,,,2010-09-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
0288,0288,Chateaugay River,"Chateaugay River Wind Farm, LLC",W,Franklin,NY,E,NYPA,Willis Substation 230kV,0,,,120.0,120.0,,,,,,2008-03-31,,,,,2009-02-05,,,,withdrawn,2026-03-16T03:48:01,,,,,
